,movieId,title,genres,imdbId,tmdbId,adult,origin_country,original_title,popularity,production_companies,production_countries,release_date,spoken_languages,tagline,vote_average,vote_count,cast
7539,1671,Deceiver (1997),Crime|Drama|Thriller,119527,14583.0,False,US,Deceiver,2.14,"MDP Worldwide, Metro-Goldwyn-Mayer",United States of America,1997-08-31,"Español, English",There are two sides to every lie.,6.0,122,"Tim Roth, Michael Rooker, Renée Zellweger, Chris Penn"
7540,1672,"Rainmaker, The (1997)",Drama,119978,11975.0,False,US,The Rainmaker,3.4164,"Douglas/Reuther Productions, American Zoetrope, Constellation Films",United States of America,1997-11-18,English,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,7.019,1347,"Matt Damon, Claire Danes, Danny DeVito, Jon Voight"
7541,1673,Boogie Nights (1997),Drama,118749,4995.0,False,US,Boogie Nights,9.2746,"New Line Cinema, Lawrence Gordon Productions, Ghoulardi Film Company",United States of America,1997-10-10,English,Everybody has one special thing,7.628,3251,"Mark Wahlberg, Burt Reynolds, Julianne Moore, John C. Reilly"
7542,1674,Witness (1985),Drama|Romance|Thriller,90329,9281.0,False,US,Witness,6.0055,Paramount Pictures,United States of America,1985-02-08,"Deutsch, English",A big city cop. A small country boy. They have nothing in common... but a murder.,7.094,1730,"Harrison Ford, Kelly McGillis, Josef Sommer, Lukas Haas"
7543,1675,Incognito (1997),Crime|Thriller,119365,45928.0,False,US,Incognito,2.9198,"Morgan Creek Entertainment, Warner Bros. Pictures",United States of America,1997-11-14,"English, Português",Harry Donovan is a master in the art of deception... trapped in a lie so perfect even the truth can't save him.,5.8,59,"Jason Patric, Irène Jacob, Ian Richardson, Rod Steiger"
7544,1676,Starship Troopers (1997),Action|Sci-Fi,120201,563.0,False,US,Starship Troopers,12.4624,"TriStar Pictures, Touchstone Pictures, Jon Davison Productions, Big Bug Pictures",United States of America,1997-11-07,English,A new kind of enemy. A new kind of war.,7.081,5074,"Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey"
7545,1677,Critical Care (1997),Comedy|Drama,118901,61337.0,False,US,Critical Care,3.1607,"Mediaworks, ASQA Film Partnership, Live Entertainment, Village Roadshow Entertainment","United States of America, Australia",1997-10-31,English,,6.4,40,"James Spader, Kyra Sedgwick, Helen Mirren, Albert Brooks"
7546,1678,"Joy Luck Club, The (1993)",Drama|Romance,107282,19931.0,False,US,The Joy Luck Club,1.9792,Hollywood Pictures,"United States of America, China",1993-09-08,"普通话, Français, English, 广州话 / 廣州話",Between every mother and daughter there is a story that must be told.,7.143,150,"Ming-Na Wen, Lauren Tom, Tamlyn Tomita, Rosalind Chao"
7547,1679,Chairman of the Board (1998),Comedy,118836,31535.0,False,US,Chairman of the Board,3.0759,101st Street Films,United States of America,1998-03-13,English,Work sucks!,3.638,65,"Carrot Top, Courtney Thorne-Smith, Larry Miller, Raquel Welch"
7548,1680,Sliding Doors (1998),Drama|Romance,120148,10215.0,False,GB,Sliding Doors,2.4297,"Intermedia, Mirage Enterprises","United Kingdom, United States of America",1998-04-23,English,What if one split second sent your life in two completely different directions?,6.6,1345,"Gwyneth Paltrow, John Hannah, John Lynch, Jeanne Tripplehorn"
7549,1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,119707,9823.0,False,US,Mortal Kombat: Annihilation,6.8457,"New Line Cinema, Threshold Entertainment",United States of America,1997-11-11,English,Destroy all expectations.,4.51,1223,"Robin Shou, Talisa Soto, James Remar, Sandra Hess"
7550,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,120382,37165.0,False,US,The Truman Show,22.7365,"Paramount Pictures, Scott Rudin Productions",United States of America,1998-06-04,"Español, English",On the air. Unaware.,8.147,18861,"Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone"
7551,1683,"Wings of the Dove, The (1997)",Drama|Romance,120520,45609.0,False,US,The Wings of the Dove,3.6526,Miramax,"United Kingdom, United States of America",1997-09-04,"Italiano, English",A couple with everything but money. An heiress with everything but love. A temptation no one could resist.,6.651,116,"Helena Bonham Carter, Linus Roache, Alison Elliott, Elizabeth McGovern"
7552,1684,Mrs. Dalloway (1997),Drama|Romance,119723,38904.0,False,GB,Mrs. Dalloway,2.9858,"First Look International, Bergen Film","Netherlands, United Kingdom, United States of America",1997-09-01,English,,5.6,65,"Vanessa Redgrave, Natascha McElhone, Michael Kitchen, Alan Cox"
7553,1685,"I Love You, I Love You Not (1996)",Drama|Romance,116592,45565.0,False,US,"I Love You, I Love You Not",1.4762,"Canal+, Chrysalis Films, Die Hauskunst, Polar Entertainment Corporation, Filmstiftung Nordrhein-Westfalen, Rimb Production","France, Germany, United Kingdom, United States of America",1996-08-28,English,,5.1,32,"Claire Danes, Jude Law, Jeanne Moreau, James Van Der Beek"
7554,1686,Red Corner (1997),Crime|Thriller,119994,9407.0,False,US,Red Corner,5.0906,"Avnet/Kerner Productions, Metro-Goldwyn-Mayer",United States of America,1997-10-30,"English, 普通话",Severity for those who resist.,6.315,370,"Richard Gere, Bai Ling, Bradley Whitford, Byron Mann"
7555,1687,"Jackal, The (1997)",Action|Thriller,119395,4824.0,False,US,The Jackal,10.1139,"Universal Pictures, Mutual Film Company, Alphaville Films, UGC PH, Marubeni, TOHO-TOWA, BBC, Tele München","Canada, France, Germany, Japan, United Kingdom, United States of America",1997-11-14,"English, Pусский",How do you stop an assassin who has no identity?,6.379,1951,"Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora"
7556,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,118617,9444.0,False,US,Anastasia,11.1594,"Fox Animation Studios, The Big Gun Project, 20th Century Fox",United States of America,1997-11-20,"English, Pусский, Français",Discover the adventure behind the greatest mystery of our time.,7.6,5347,"Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd"
7557,1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,120483,9414.0,False,US,The Man Who Knew Too Little,5.7836,"Polar Films, Arnon Milchan Productions",United States of America,1997-11-14,English,"He’s on a mission so secret, even he doesn’t know about it.",6.374,511,"Bill Murray, Peter Gallagher, Joanne Whalley, Alfred Molina"
7558,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,118583,8078.0,False,US,Alien Resurrection,13.348,"20th Century Fox, Brandywine Productions",United States of America,1997-11-12,English,It's already too late.,6.159,5127,"Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman"
7559,1692,Alien Escape (1995),Horror|Sci-Fi,112318,29938.0,False,US,Alien Escape,0.435,,United States of America,1997-12-16,English,Run Baby Run!,3.2,4,"Gail Harris, Bernie Van De Yacht, Heather Ford, Yvette McClendon"
7560,1693,Amistad (1997),Drama|Mystery,118607,11831.0,False,US,Amistad,0.7343,"DreamWorks Pictures, HBO Films",United States of America,1997-12-10,"English, Español",Freedom is not given. It is our right at birth. But there are some moments when it must be taken.,7.0,1316,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou"
7561,1694,"Apostle, The (1997)",Drama,118632,2895.0,False,US,The Apostle,3.4665,Butcher's Run Productions,United States of America,1997-12-19,English,The hardest soul to save was his own.,6.34,144,"Robert Duvall, Farrah Fawcett, Miranda Richardson, John Beasley"
7562,1695,Artemisia (1997),Drama,123385,39177.0,False,DE,Artemisia,0.711,France 3 Cinéma,France,1997-09-10,Français,Her passion for her art changed the face of history.,6.0,43,"Valentina Cervi, Michel Serrault, Miki Manojlović, Luca Zingaretti"
7563,1696,Bent (1997),Drama|War,118698,19601.0,False,GB,Bent,2.2601,"ASK Kodansha, NDF Inc., Film4 Productions",United Kingdom,1997-11-26,English,"In a time of war, they found themselves in the most dangerous place of all. In love.",6.89,145,"Lothaire Bluteau, Clive Owen, Brian Webber, Ian McKellen"
7564,1697,Bang (1995),Crime|Drama,109266,124606.0,False,US,Bang,0.5549,"FM Entertainment, Asylum Films, Eagle Eye Films",United States of America,1995-09-09,English,Sometimes you've got to break the rules,5.0,8,"Darling Narita, Peter Greene, Michael Newland, Everlast"
7565,1698,"Boys, Les (1997)",Comedy,118764,42832.0,False,CA,Les Boys,0.4774,"Gouvernement Canadien, Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes, Gouvernement du Québec, Melenny Productions, Super Écran, Téléfilm Canada",Canada,1997-12-12,Français,Nothing in the world would make them miss their weekly game...,6.125,28,"Marc Messier, Rémy Girard, Patrick Huard, Serge Thériault"
7566,1699,"Butcher Boy, The (1997)",Comedy|Drama,118804,22797.0,False,IE,The Butcher Boy,2.8663,"Warner Bros. Pictures, Geffen Pictures, Butcher Boy Film Productions","Ireland, United States of America",1998-02-20,"Gaeilge, English",This little piggy laughed all the way home!,6.8,119,"Eamonn Owens, Alan Boyle, Fiona Shaw, Stephen Rea"
7567,1701,Deconstructing Harry (1997),Comedy|Drama,118954,2639.0,False,US,Deconstructing Harry,4.9442,"Sweetland Films, Jean Doumanian Productions, Magnolia Productions",United States of America,1997-12-12,English,"Harry Block wrote a bestseller about his best friends. Now, his best friends are about to become his worst enemies.",7.262,981,"Woody Allen, Kirstie Alley, Bob Balaban, Richard Benjamin"
7568,1702,Flubber (1997),Children|Comedy|Fantasy,119137,9574.0,False,US,Flubber,5.8567,"Walt Disney Pictures, Great Oaks Entertainment",United States of America,1997-11-26,English,Catch it if you can!,5.6,2400,"Robin Williams, Marcia Gay Harden, Christopher McDonald, Raymond J. Barry"
7569,1703,For Richer or Poorer (1997),Comedy,119142,10371.0,False,US,For Richer or Poorer,1.1081,"Yorktown Productions, The Bubble Factory, Sheinberg Productions",United States of America,1997-12-11,English,,5.983,236,"Tim Allen, Kirstie Alley, Wayne Knight, Larry Miller"
7570,1704,Good Will Hunting (1997),Drama|Romance,119217,489.0,False,US,Good Will Hunting,21.4525,"Lawrence Bender Productions, Be Gentlemen Limited Partnership, Miramax",United States of America,1997-12-05,English,"Some people can never believe in themselves, until someone believes in them.",8.158,12779,"Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgård"
7571,1705,Guy (1997),Drama,116465,167738.0,False,US,Guy,1.2375,,,1997-12-17,,Obsessive filmmaker. Unwilling star. Compulsive viewing.,3.5,2,"Vincent D'Onofrio, Hope Davis, Kimber Riddle, Diane Salinger"
7572,1706,Tar (1996),Drama,116490,293820.0,False,DE,Tar,0.4679,,"Germany, United States of America",1996-10-01,English,,7.5,2,"Kevin Thigpen, Nicole Prescott, Seth Gilliam, Ron Brice"
7573,1707,Home Alone 3 (1997),Children|Comedy,119303,9714.0,False,US,Home Alone 3,7.8793,"20th Century Fox, Hughes Entertainment",United States of America,1997-12-12,"Polski, English",There's a new kid on the block.,5.3,3081,"Alex D. Linz, Olek Krupa, Rya Kihlstedt, Lenny Von Dohlen"
7574,1708,Ill Gotten Gains (1997),Drama,119352,102406.0,False,US,Ill Gotten Gains,2.0983,,United States of America,1997-12-05,,,2.5,2,"Djimon Hounsou, Akosua Busia, De'Aundre Bonds, Eartha Kitt"
7575,1710,Man of Her Dreams (a.k.a. The Fiancé) (1997),Drama,116976,170430.0,False,US,Man of Her Dreams,1.2423,"The Image Organization, M.O.D. Productions Inc.",United States of America,1997-11-18,English,"If he can't have her, no one can.",4.3,3,"William R. Moses, Lysette Anthony, Patrick Cassidy, Wanda Acuna"
7576,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,119668,8197.0,False,US,Midnight in the Garden of Good and Evil,6.2199,"Warner Bros. Pictures, Malpaso Productions, Silver Pictures",United States of America,1997-11-21,English,"Welcome to Savannah, Georgia. A city of hot nights and cold blooded murder.",6.348,586,"John Cusack, Kevin Spacey, Jude Law, Alison Eastwood"
7577,1713,Mouse Hunt (1997),Children|Comedy,119715,6283.0,False,US,MouseHunt,7.0578,"DreamWorks Pictures, Riche-Ludwig Productions",United States of America,1997-12-19,English,Who's hunting who?,6.546,1268,"Nathan Lane, Lee Evans, Vicki Lewis, Maury Chaykin"
7578,1714,Never Met Picasso (1996),Romance,117167,279698.0,False,US,Never Met Picasso,1.1202,"Mighty Reel Productions, Scout Productions",United States of America,1996-01-01,English,"Family Trees, Twisted Roots",4.2,4,"Alexis Arquette, Georgia Ragsdale, Margot Kidder, Don McKellar"
7579,1715,Office Killer (1997),Thriller,119819,49728.0,False,US,Office Killer,2.1264,"Good Fear Films, Good Machine, Kardana-Swinsky, Strand Releasing",United States of America,1997-12-03,English,Working here can be murder,5.274,42,"Carol Kane, Molly Ringwald, Jeanne Tripplehorn, Barbara Sukowa"
7580,1716,"Other Voices, Other Rooms (1995)",Drama,119845,64562.0,False,US,Other Voices Other Rooms,0.3628,,,1997-12-05,,,7.3,7,"Lothaire Bluteau, Anna Thomson, David Speck, April Turner"
7581,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,120082,4233.0,False,US,Scream 2,10.8713,"Dimension Films, Konrad Pictures, Craven-Maddalena Films",United States of America,1997-12-12,English,Someone has taken their love of sequels one step too far.,6.494,4313,"Neve Campbell, Courteney Cox, David Arquette, Jerry O'Connell"
7582,1718,Stranger in the House (1997),Thriller,120222,191874.0,False,CA,Stranger in the House,1.0259,"The Image Organization, Allegro Films","United States of America, Canada",1997-01-01,English,When the lights go out... the terror begins.,7.0,3,"Michele Greene, Bruce Dinsmore, Steve Railsback, Kathleen Kinmont"
7583,1719,"Sweet Hereafter, The (1997)",Drama,120255,10217.0,False,CA,The Sweet Hereafter,1.1483,"Ego Film Arts, Alliance Films",Canada,1997-09-25,English,There is no such thing as the simple truth.,6.878,397,"Ian Holm, Sarah Polley, Tom McCamus, Gabrielle Rose"
7584,1721,Titanic (1997),Drama|Romance,120338,597.0,False,US,Titanic,45.1129,"Paramount Pictures, 20th Century Fox, Lightstorm Entertainment",United States of America,1997-11-18,"English, Français, Deutsch, svenska, Italiano, Pусский",Nothing on Earth could come between them.,7.905,25951,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates"
7585,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,120347,714.0,False,GB,Tomorrow Never Dies,10.3775,"EON Productions, United Artists, Danjaq, Metro-Goldwyn-Mayer","United Kingdom, United States of America",1997-12-11,"Deutsch, English, Dansk, 普通话, 广州话 / 廣州話",Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,6.361,3170,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher"
7586,1723,Twisted (1996),Comedy|Drama,117994,52537.0,False,US,Twisted,0.912,"Don Quixote, Miravista Films",United States of America,1996-11-14,English,"""Oliver Twist"" re-imagined with hustlers, addicts and drag queens.",3.1,5,"Ray Aranha, Keivyn McNeill Grayes, Elise Ballard, Sharlene Brown"
7587,1724,Full Speed (À toute vitesse) (1996),Drama,118230,12799.0,False,FR,À toute vitesse,0.4987,PolyGram Filmed Entertainment,France,1996-09-25,Français,,5.375,24,"Élodie Bouchez, Stéphane Rideau, Pascal Cervo, Mezziane Bardadi"
7588,1725,"Education of Little Tree, The (1997)",Drama,119052,62394.0,False,GB,The Education of Little Tree,1.3621,"Allied Filmmakers, Lightmotive",United Kingdom,1997-12-25,English,A boy of two worlds must learn to be his own man.,6.8,26,"Joseph Ashton, James Cromwell, Tantoo Cardinal, Graham Greene"
7589,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,119925,9922.0,False,US,The Postman,7.1287,"Tig Productions, Warner Bros. Pictures",United States of America,1997-12-25,English,The year is 2013. One man walked in off the horizon and hope came with him.,6.267,1101,"Kevin Costner, Will Patton, Larenz Tate, Olivia Williams"
7590,1727,"Horse Whisperer, The (1998)",Drama|Romance,119314,547.0,False,US,The Horse Whisperer,5.0039,"Wildwood Enterprises, Touchstone Pictures",United States of America,1998-02-01,English,,6.894,1123,"Robert Redford, Kristin Scott Thomas, Sam Neill, Scarlett Johansson"
7591,1728,"Winter Guest, The (1997)",Drama,120521,25994.0,False,US,The Winter Guest,2.0171,"Capitol Films, Film4 Productions","United Kingdom, United States of America",1997-12-27,English,Come In From The Cold,6.5,51,"Emma Thompson, Phyllida Law, Sheila Reid, Sandra Voe"
7592,1729,Jackie Brown (1997),Crime|Drama|Thriller,119396,184.0,False,US,Jackie Brown,5.4106,"Miramax, A Band Apart, Mighty Mighty Afrodite Productions",United States of America,1997-12-25,English,Six players on the trail of a half million in cash. There's only one question... Who's playing who?,7.358,6506,"Pam Grier, Samuel L. Jackson, Robert De Niro, Bridget Fonda"
